	nom	typerestaurant	ville	codepostal	rue	rue2	telephone	mobile	cravings	extras	prix	stationdemetro	Latitude	Longitude
205	Tripletta	Restaurant	Paris	75020	88, bd de Belleville		+ 33 1 42 54 72 80		Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Terrasse	De 16 à 35 €	Couronnes	48.8702626	2.3794291000000385
206	Vivant 2	Restaurant	Paris	75010	43, rue des Petites-Écuries		+33 9 67 49 96 26		Cuisine d'auteur	Ouvert le lundi,  Antidépresseur,  Faim de nuit,  Terrasse,  Manger seul 	Plus de 51 €	Poissonnière,  Bonne Nouvelle,  Château d'Eau	48.8738436	2.3497837
207	Atelier Annam	Restaurant	Paris	75012	25, rue de Cotte		+33 1 43 41 70 91		Asiatique,  Vietnamien,  Lèche-doigts	Ouvert le lundi,  Manger seul 	Moins de 15 €	Faidherbe - Chaligny,  Ledru Rollin	48.8499389	2.377863199999979
208	Chez Michel	Restaurant	Paris	75010	10, rue de Belzunce		+33 1 44 53 06 20 		Bistrot,  Cuisine du marché	Ouvert le lundi,  13 à table	De 36 à 50 €	Poissonnière,  Gare du Nord	48.8795526	2.352264200000036
209	Coup d'Œil	Restaurant	Paris	75011	80, rue Sedaine		+ 33 1 43 57 59 68		Bar à vins / Cave à manger,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Faim de nuit,  Manger seul 	De 16 à 35 €	Voltaire	48.8585222	2.3783968000000186
210	Laiterie Sainte Clotilde	Restaurant	Paris	75007	64, rue de Bellechasse		+33 1 45 51 74 61		Néobistrot	Ouvert le lundi,  Antidépresseur,  Faim de nuit,  Voir et se faire voir	De 16 à 35 €	Rue du Bac	48.8560971	2.3206337000000303
211	Coffee Club	Restaurant	Paris	75006	87, rue d'Assas		+33 1 43 29 87 87		Burgers,  Café / Coffee Shop,  Snack / Tartes / Salades / Soupes / Bols,  Américain	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  Brunch,  Terrasse,  Manger seul 	De 16 à 35 €	Vavin	48.8421196	2.335304899999983
212	Neva Cuisine	Restaurant	Paris	75008	2, rue de Berne		+33 1 45 22 18 91 		Néobistrot	Ouvert le lundi,  Terrasse	De 16 à 35 €	Rome,  Europe,  Liège	48.8801725	2.3240223
213	Sanjo	Restaurant	Paris	75001	29, rue d’Argenteuil		+33 1 43 43 23 98		Japonais	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 16 à 35 €	Pyramides	48.8663375	2.333163099999979
214	Restaurant David Toutain	Restaurant	Paris	75007	29 Rue Surcouf		+33 1 45 50 11 10		Cuisine d'auteur,  Néobistrot	Ouvert le lundi,  Take-away,  Fais-moi mal	Plus de 51 €	La Tour-Maubourg	48.8602571	2.3097285000000056
215	Tempilenti	Restaurant	Paris	75011	13, rue Gerbier		+ 33 9 81 01 81 10		Italien	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Manger seul 	De 16 à 35 €	Voltaire,  Philippe Auguste	48.8587465	2.3859692999999425
216	L'Arbre Jaune	Restaurant	Paris	75011	96, rue Jean-Pierre-Timbaud		+33 1 83 92 50 06		Bistrot	Ouvert le dimanche,  Antidépresseur,  Faim de nuit,  Brunch,  Terrasse	De 16 à 35 €	Couronnes	48.8677734	2.377981699999964
217	Sauvage	Restaurant	Paris	75006	55, rue du Cherche-Midi		+ 33 1 45 48 86 79		Néobistrot	Antidépresseur,  Terrasse,  Manger seul 	De 36 à 50 €	Saint-Placide,  Vaneau	48.8486142	2.3250676000000112
218	Mimi	Restaurant	Paris	75006	105, rue du Cherche-Midi		+33 1 83 89 52 85		Italien	Antidépresseur,  Manger seul 	De 16 à 35 €	Falguière	48.8463326	2.3207016000000067
219	Le Martel 	Restaurant	Paris	75010	3, rue Martel 		+33 1 47 70 67 56		Maghreb,  Bistrot,  Cuisine du marché	Ouvert le lundi,  Antidépresseur,  Terrasse	De 16 à 35 €	Château d'Eau	48.8736766	2.352760900000021
220	Buffet	Restaurant	Paris	75011	8, rue de la Main-d’Or		+33 1 83 89 63 82		Bistrot,  Bar à vins / Cave à manger	Antidépresseur	De 16 à 35 €	Ledru Rollin,  Charonne	48.8517011	2.3782306000000517
221	Birdie Num Num	Restaurant	Paris	75018	87, rue Lamarck		+33 1 42 58 07 29		Café / Coffee Shop,  Sandwichs / Bagels,  Lèche-doigts	Take-away,  Kid friendly,  Manger seul 	Moins de 15 €	Lamarck-Caulaincourt	48.8903015	2.3355179000000135
222	Ob-La-Di	Restaurant	Paris	75003	54, rue de Saintonge		Pas de téléphone.		Café / Coffee Shop	Ouvert le dimanche,  Take-away,  Antidépresseur,  Terrasse,  Manger seul 	Moins de 15 €	Filles du Calvaire	48.8629889	2.3640720999999303
223	L'Arpège	Restaurant	Paris	75007	84, rue de Varenne		+33 1 47 05 09 06		Cuisine d'auteur	Ouvert le lundi,  Antidépresseur,  Fais-moi mal	Plus de 51 €	La Tour-Maubourg,  Varenne	48.8557617	2.3170924999999443
224	Suave	Restaurant	Paris	75013	20, rue de la Providence		+33 1 45 89 99 27		Asiatique,  Vietnamien	Ouvert le lundi,  Take-away,  Antidépresseur,  Manger seul 	De 16 à 35 €	Tolbiac,  Corvisart,  Glacière	48.8260187	2.347776100000033
225	Café Noisette 	Restaurant	Paris	75015	74, rue Olivier-de-Serres		+33 1 45 35 86 21		Bistrot,  Cuisine du marché,  Tapas	Ouvert le lundi,  Antidépresseur,  Terrasse,  13 à table,  Manger seul 	De 16 à 35 €	Convention	48.8335219	2.2944658000000118
226	Le 975	Restaurant	Paris	75017	25, rue Guy-Môquet		+33 9 53 75 67 71		Cuisine d'auteur,  Néobistrot	Ouvert le lundi,  Antidépresseur	De 36 à 50 €	Brochant	48.8920444	2.3224471999999423
227	Ober Mamma	Restaurant	Paris	75011	107, boulevard Richard Lenoir		+33 1 58 30 62 78		Italien	Ouvert le dimanche,  Ouvert le lundi,  Terrasse,  Voir et se faire voir	De 16 à 35 €	Oberkampf	48.8644061	2.3700129
228	Vantre	Restaurant	Paris	75011	19, rue de la Fontaine-au-Roi		+33 1 48 06 16 96		Néobistrot	Ouvert le lundi	De 36 à 50 €	Goncourt	48.8685434	2.3702362999999878
229	Anima	Restaurant	Paris	75006	78, rue du Cherche-Midi		+33 1 40 47 90 41		Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Faim de nuit	De 36 à 50 €	Rennes,  Saint-Placide,  Vaneau	48.848057	2.3234423000000106
230	Ibrik Kitchen	Restaurant	Paris	75002	9, rue de Mulhouse		+33 1 70 69 42 50		Roumain,  Balkanique	Ouvert le dimanche,  Antidépresseur,  Brunch,  Terrasse,  13 à table,  Manger seul 	De 36 à 50 €	Bonne Nouvelle,  Sentier	48.8686809	2.3465059999999767
231	Bricktop	Restaurant	Paris	75010	153, quai de Valmy		+33 9 67 44 60 71		Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Terrasse	Moins de 15 €	Château Landon,  Colonel Fabien	48.8780483	2.365559800000028
232	La Maison du Caviar	Restaurant	Paris	75008	21, rue Quentin-Bauchart		+33 1 47 23 53 43		Nourritures mondaines	Ouvert le dimanche,  Ouvert le lundi,  Terrasse,  Voir et se faire voir,  Fais-moi mal,  Manger seul 	Plus de 51 €	Franklin-D. Roosevelt,  George V	48.87057970000001	2.301603
233	Magnà	Restaurant	Paris	75009	48, rue Notre Dame de Lorette		+33 1 44 63 89 09		Italien,  Pizzas,  Lèche-doigts	Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur	Moins de 15 €	Saint-Georges	48.8795918	2.3362627000000202
234	Atelier Auger	Restaurant	Paris	75020	5, rue Auger		+33 9 87 59 88 65		Café / Coffee Shop,  Snack / Tartes / Salades / Soupes / Bols,  Viandes / Grillades,  Sandwichs / Bagels	Take-away,  Manger seul 	De 16 à 35 €	Avron,  Buzenval	48.8510629	2.3991708999999446
235	Minh Chau	Restaurant	Paris	75004	10, rue de la Verrerie		+33 1 42 71 13 30 		Vietnamien	Ouvert le lundi,  Take-away,  Manger seul 	Moins de 15 €	Hôtel de Ville	48.857285	2.3552393999999595
236	Ippudo	Restaurant	Paris	75001	74-76, rue Jean-Jacques-Rousseau		+33 1 42 86 09 85		Japonais	Ouvert le dimanche,  Ouvert le lundi,  Terrasse,  Manger seul 	De 16 à 35 €	Châtelet - Les Halles,  Les Halles,  Etienne Marcel,  Châtelet	48.8645489	2.3446456000000353
237	Pavillon aux Pivoines	Restaurant	Paris	75020	21, rue des Couronnes		+33 1 43 64 89 79		Asiatique,  Chinois	Ouvert le dimanche,  Take-away,  Kid friendly,  Antidépresseur,  13 à table,  Manger seul 	De 16 à 35 €	Couronnes	48.8697767	2.3824869000000035
238	Berty	Restaurant	Paris	75013	124, bd. Vincent Auriol  		+33 9 80 72 16 46		Cuisine d'auteur,  Cuisine du marché,  Néobistrot	Ouvert le lundi	De 16 à 35 €	Nationale	48.8333041	2.3624293999999963
239	Özlem 	Restaurant	Paris	75010	57, rue des Petites-Ecuries		+33 1 47 70 37 87		Lèche-doigts,  Turc	Ouvert le lundi,  Antidépresseur,  Manger seul 	Moins de 15 €	Poissonnière,  Bonne Nouvelle,  Cadet,  Château d'Eau	48.8738248	2.348571399999969
240	Le Verbalon	Restaurant	Paris	75013	198 bis, rue de Tolbiac		+33 1 42 46 63 14		Néobistrot	Ouvert le lundi,  Terrasse,  Manger seul 	De 16 à 35 €	Tolbiac,  Corvisart	48.8258798	2.348772199999985
241	Rond	Restaurant	Paris	75020	21, rue du Transvaal		 +33 9 87 58 75 06		Crêperie	Kid friendly,  Antidépresseur,  Brunch,  Terrasse,  13 à table,  Manger seul 	Moins de 15 €	Pyrénées,  Couronnes	48.87177140000001	2.3877392
242	Cibus	Restaurant	Paris	75001	5, rue Molière		+33 1 42 61 50 19		Italien,  Nourritures mondaines	Ouvert le lundi,  Antidépresseur,  Voir et se faire voir,  Fais-moi mal,  Manger seul 	Plus de 51 €	Palais Royal-Musée du Louvre,  Pyramides	48.864901	2.3355960000000096
243	Mr Zhao	Restaurant	Paris	75002	37, rue des Jeûneurs		Tél. : +33 1 73 74 94 05		Chinois	Ouvert le lundi,  Take-away,  Manger seul 	Moins de 15 €	Bourse,  Grands Boulevards	48.8696583	2.3435978999999634
244	Racines des Prés	Restaurant	Paris	75007	1, rue de Gribeauval		+33 1 45 48 14 16		Cuisine d'auteur,  Néobistrot	Ouvert le lundi,  Antidépresseur,  Terrasse	De 36 à 50 €	Rue du Bac	48.8561495	2.327197
245	Oinari	Restaurant	Paris	75009	47 Rue Condorcet		+33 1 40 35 90 05		Japonais,  Sushis	Ouvert le lundi,  Take-away,  Terrasse,  Manger seul 	De 16 à 35 €	Anvers	48.88002179999999	2.343351900000016
246	Urfa Dürüm 	Restaurant	Paris	75010	58, rue du Faubourg-Saint-Denis		+33 1 48 24 12 84		Lèche-doigts,  Kurde	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Faim de nuit,  Terrasse,  Manger seul 	Moins de 15 €	Château d'Eau	48.8723772	2.354262800000015
247	L'Imperial de Choisy 	Restaurant	Paris	75013	32, avenue de Choisy		+33 1 45 86 42 40		Asiatique,  Chinois	Ouvert le dimanche,  Ouvert le lundi,  Terrasse,  13 à table,  Manger seul 	De 16 à 35 €	Maison Blanche,  Porte d'Ivry,  Porte de Choisy	48.8222487	2.36317710000003
248	Bonvivant	Restaurant	Paris	75005	7, rue des Écoles		+33 1 43 26 51 34		Bistrot,  Planches / Assiettes froides,  Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Faim de nuit,  Terrasse	De 36 à 50 €	Cardinal Lemoine,  Jussieu	48.8475192	2.351970299999948
249	Atelier Mala	Restaurant	Paris	75009	56, rue Notre Dame de Lorette		+33 1 40 34 10 37		Chinois	Take-away,  Antidépresseur,  Terrasse	Moins de 15 €	Pigalle,  Saint-Georges	48.8799791	2.3361181000000215
250	Circus Bakery	Restaurant	Paris	75005	63, rue Galande		Pas de téléphone. 		Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away	Moins de 15 €	Cluny - La Sorbonne,  Maubert - Mutualité	48.8516784	2.3466548000000103
251	Galerna	Restaurant	Paris	75020	7, rue du Cher		+33 9 81 29 27 12		Espagnol,  Bistrot,  Tapas,  Basque	Antidépresseur,  Manger seul 	De 16 à 35 €	Gambetta	48.8645176	2.4000191000000086
252	Grillé	Restaurant	Paris	75002	15, rue Saint-Augustin		+33 1 42 96 10 64		Kebabs,  Sandwichs / Bagels,  Lèche-doigts	Ouvert le lundi,  Take-away,  Terrasse,  Manger seul 	Moins de 15 €	Quatre Septembre	48.8687188	2.3365086999999676
253	Le Café de Mars	Restaurant	Paris	75007	11, rue Augereau		+33 1 45 50 10 90		Néobistrot	Antidépresseur,  Terrasse	De 16 à 35 €	Ecole Militaire	48.8574387	2.3021139
254	Mulino Mulè	Restaurant	Paris	75010	25, rue Sainte-Marthe		+33 9 54 75 92 07		Italien	Take-away,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Belleville,  Goncourt,  Colonel Fabien	48.874196	2.372335900000053
255	Libertino	Restaurant	Paris	75010	44, rue de Paradis				Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  13 à table	De 16 à 35 €	Poissonnière,  Cadet	48.8755484	2.3502117000000453
256	Lao Siam 	Restaurant	Paris	75019	49, rue de Belleville		+33 1 40 40 09 68		Asiatique,  Laotien,  Thaïlandais	Ouvert le dimanche,  Ouvert le lundi,  Kid friendly,  Faim de nuit,  13 à table	De 16 à 35 €	Belleville	48.8731455	2.3809340000000248
257	Liquiderie Bar	Restaurant	Paris	75011	7, rue de la Présentation		+33 9 72 91 36 77		Bar à vins / Cave à manger	Ouvert le dimanche,  Antidépresseur,  Faim de nuit,  Manger seul 	De 16 à 35 €	Belleville	48.8709815	2.3768053
258	La Cantine Merci	Restaurant	Paris	75003	111, bd Beaumarchais		+33 1 42 77 79 28		Café / Coffee Shop,  Salon de thé / Pâtisserie,  Snack / Tartes / Salades / Soupes / Bols	Ouvert le lundi,  Take-away,  Kid friendly,  Voir et se faire voir,  Manger seul 	De 16 à 35 €	Saint-Sébastien-Froissart	48.8606901	2.3666584999999714
259	Le Bar des Prés	Restaurant	Paris	75006	25, rue du Dragon		+33 1 43 25 87 67		Japonais	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Faim de nuit,  Voir et se faire voir,  Fais-moi mal,  Manger seul 	Plus de 51 €	Saint-Germain des Prés	48.8527632	2.3306526999999733
260	Tomy & Co	Restaurant	Paris	75007	22, rue Surcouf		+33 1 45 51 46 93 		Cuisine d'auteur,  Cuisine du marché,  Néobistrot	Ouvert le lundi	De 36 à 50 €	Invalides,  La Tour-Maubourg	48.8605056	2.309415100000024
261	Belle Maison	Restaurant	Paris	75009	4, rue de Navarin		+33 1 42 81 11 00		Néobistrot,  Poissons et fruits de mer	Antidépresseur,  Terrasse	De 36 à 50 €	Pigalle,  Saint-Georges	48.8795864	2.339562800000067
262	Abri Soba	Restaurant	Paris	75009	10, rue Saulnier		+33 1 45 23 51 68		Asiatique,  Japonais	Ouvert le dimanche,  Antidépresseur	De 16 à 35 €	Cadet	48.8749761	2.3445619999999963
263	Chez Casimir	Restaurant	Paris	75010	6, rue de Belzunce		+33 1 48 78 28 80		Bistrot,  Cuisine du marché	Ouvert le dimanche,  Ouvert le lundi,  Faim de nuit,  Brunch,  Terrasse,  13 à table	De 16 à 35 €	Poissonnière,  Gare du Nord	48.87940889999999	2.3525935999999774
264	Nanina	Restaurant	Paris	75011	24, rue Basfroi			+33 7 78 46 46 36	Sandwichs / Bagels,  Planches / Assiettes froides	Ouvert le dimanche,  Kid friendly,  Antidépresseur,  Terrasse,  Manger seul 	Moins de 15 €	Voltaire,  Charonne	48.8548012	2.3795086000000083
265	Le Severo	Restaurant	Paris	75014	8, rue des Plantes		+33 1 45 40 40 91		Bistrot,  Viandes / Grillades	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Mouton-Duvernet	48.8319967	2.324574900000016
266	Le Grand Pan	Restaurant	Paris	75015	20, rue Rosenwald		+33 1 42 50 02 50		Bistrot	Ouvert le lundi,  Kid friendly,  Antidépresseur,  Manger seul 	De 36 à 50 €	Plaisance,  Convention	48.8330872	2.3057430999999724
267	Girafe	Restaurant	Paris	75016	1, place du Trocadéro		+33 1 40 62 70 61		Nourritures mondaines,  Poissons et fruits de mer	Ouvert le dimanche,  Ouvert le lundi,  Terrasse,  Voir et se faire voir,  Fais-moi mal	Plus de 51 €	Trocadéro	48.8627153	2.288473500000009
268	Au Petit Panisse	Restaurant	Paris	75011	35, rue de Montreuil		+33 1 43 71 37 90		Bistrot,  Café / Coffee Shop,  Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Faidherbe - Chaligny,  Rue des Boulets 	48.8505542	2.3866997000000083
269	Frenchie To Go	Restaurant	Paris	75002	9, rue du Nil		+33 1 42 21 96 92		Sandwichs / Bagels,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Sentier	48.8675898	2.3475720999999794
270	La Traversée	Restaurant	Paris	75018	2, rue Ramey		+33 9 54 86 79 95		Néobistrot,  Bar à vins / Cave à manger	Ouvert le lundi,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Château Rouge	48.8872645	2.3475985999999693
271	Le Dénicheur	Restaurant	Paris	75002	4, rue Tiquetonne		+33 1 42 21 31 01		Bistrot,  Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse	De 16 à 35 €	Etienne Marcel,  Réaumur - Sébastopol	48.8644859	2.3497363
272	Le Gentil	Restaurant	Paris	75007	26, rue Surcouf		+33 9 52 27 01 36		Néobistrot	Ouvert le lundi,  Antidépresseur	De 36 à 50 €	La Tour-Maubourg	48.8602547	2.3094314
273	Pianoterra	Restaurant	Paris	75011	49, rue Popincourt		 + 33 1 71 60 96 27		Italien	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 16 à 35 €	Voltaire,  Saint-Ambroise,  Richard Lenoir	48.8596857	2.3756582
274	La Boucherie Grégoire	Restaurant	Paris	75006	29, rue de l’Abbé-Grégoire		+33 1 42 22 58 41		Bistrot,  Hot-dogs,  Lèche-doigts	Take-away,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Rennes,  Saint-Placide	48.8479257	2.3253462
275	Marchon	Restaurant	Paris	75011	161, rue Saint-Maur		+33 1 47 00 63 97		Néobistrot	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse	De 36 à 50 €	Belleville,  Couronnes,  Goncourt,  Parmentier	48.8689411	2.3741713
276	Papi	Restaurant	Paris	75009	46, rue Richer		+33 1 71 27 77 65		Japonais,  Italien,  Pizzas	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Cadet,  Grands Boulevards,  Le Peletier	48.8742009	2.3437086
277	Penny Lane 	Restaurant	Paris	75010	18, rue du Faubourg-Poissonnière				Snack / Tartes / Salades / Soupes / Bols,  Lèche-doigts	Ouvert le lundi,  Take-away,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Bonne Nouvelle,  Grands Boulevards	48.8720715	2.3480172
278	Chez la Vieille	Restaurant	Paris	75001	1, rue Bailleul		+33 1 42 60 15 78		Bistrot	Antidépresseur	De 16 à 35 €	Louvre - Rivoli	48.8609056	2.3423270000000684
279	Sola	Restaurant	Paris	75005	12, rue de l'Hôtel Colbert		+33 1 42 02 39 24		Asiatique,  Japonais,  Cuisine d'auteur	Fais-moi mal	Plus de 51 €	Cluny - La Sorbonne,  Maubert - Mutualité	48.8516132	2.3482611
280	Yafo	Restaurant	Paris	75010	96, rue d'Hauteville		Pas de téléphone.		Lèche-doigts,  Israélien	Ouvert le lundi,  Take-away,  Antidépresseur,  Terrasse,  Manger seul 	Moins de 15 €	Poissonnière	48.8773422	2.351675099999966
281	Marrow	Restaurant	Paris	75010	128, rue du Faubourg-Saint-Martin		+33 9 81 34 57 00		Néobistrot,  Bar à vins / Cave à manger	Antidépresseur,  Faim de nuit,  Terrasse,  13 à table	De 16 à 35 €	Gare de l'Est	48.8743883	2.3589067999999997
282	Elmer l'Epicerie 	Restaurant	Paris	75003	19, rue Notre-Dame-de-Nazareth		+33 1 40 09 80 47		Sandwichs / Bagels,  Planches / Assiettes froides,  Bar à vins / Cave à manger	Take-away,  Antidépresseur,  Faim de nuit,  Manger seul 	Moins de 15 €	Temple	48.8672042	2.359798400000045
283	Café du Coin	Restaurant	Paris	75011	9, rue Camille-Desmoulins		+ 33 1 48 04 82 46		Bistrot,  Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Manger seul 	De 16 à 35 €	Voltaire	48.8590191	2.3809707000000344
284	Le Cadoret	Restaurant	Paris	75019	1, rue Pradier		+ 33 1 53 21 92 13		Bistrot,  Café / Coffee Shop,  Bar à vins / Cave à manger	Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Pyrénées,  Buttes Chaumont	48.8747784	2.38106700000003
285	Le Petit Cambodge	Restaurant	Paris	75010	20, rue Alibert		+33 1 42 45 80 88		Asiatique,  Cambodgien	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Terrasse,  Manger seul 	De 16 à 35 €	Goncourt	48.8716721	2.368088299999954
286	Sanukiya 	Restaurant	Paris	75001	9, rue d'Argenteuil		+33 1 42 60 52 61		Japonais	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Terrasse,  Manger seul 	De 16 à 35 €	Palais Royal-Musée du Louvre,  Pyramides	48.8649003	2.333713200000034
287	La Cantine du Troquet Cherche-Midi	Restaurant	Paris	75006	79, rue du Cherche-Midi		+33 1 43 27 70 06		Bistrot,  Cuisine du marché,  Basque,  Terroir	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse,  Manger seul 	De 36 à 50 €	Saint-Placide,  Vaneau	48.847715	2.3233374999999796
288	Le Petit Varenne	Restaurant	Paris	75007	57 Rue de Bellechasse		+ 33 1 42 73 60 72		Bistrot	Ouvert le lundi,  Antidépresseur,  Terrasse	De 36 à 50 €	Rue du Bac,  Solférino,  Varenne	48.85507579999999	2.320126899999991
289	Honor Café	Restaurant	Paris	75008	54, rue du Faubourg-Saint-Honoré		+33 7 82 52 93 63		Café / Coffee Shop,  Salon de thé / Pâtisserie,  Lèche-doigts	Ouvert le lundi,  Take-away,  Kid friendly,  Brunch,  Terrasse,  Manger seul 	Moins de 15 €	Concorde,  Madeleine	48.8695885	2.3196957999999768
290	Les Arlots	Restaurant	Paris	75010	136, rue du Faubourg-Poissonnière		+ 33 1 42 82 92 01		Bistrot,  Bar à vins / Cave à manger	Antidépresseur,  Manger seul 	De 36 à 50 €	Barbès - Rochechouart,  Poissonnière,  Gare du Nord	48.8806409	2.350058699999977
291	Da Vito	Restaurant	Paris	75011	5, rue Sedaine		+33 9 50 73 12 99		Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Terrasse,  Manger seul 	Moins de 15 €	Bréguet - Sabin	48.8557066	2.371193700000049
292	Thieng Heng	Restaurant	Paris	75013	50, avenue d’Ivry  		+33 1 45 82 92 95		Asiatique,  Vietnamien,  Sandwichs / Bagels,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Manger seul 	Moins de 15 €	Olympiades,  Maison Blanche,  Porte d'Ivry	48.8237442	2.365282200000024
293	Café Chilango	Restaurant	Paris	75011	82, rue de la Folie-Méricourt		+33 1 47 00 78 95		Mexicain,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Kid friendly,  Antidépresseur,  Faim de nuit,  Brunch,  Manger seul 	Moins de 15 €	République,  Parmentier	48.8663807	2.370187499999929
294	Amici Miei	Restaurant	Paris	75011	44, rue Saint-Sabin 		+33 1 42 71 82 62		Italien,  Pizzas	Take-away,  Antidépresseur,  Terrasse	De 16 à 35 €	Bréguet - Sabin,  Chemin Vert	48.8582154	2.3693737
295	PNY Fbg Saint-Denis	Restaurant	Paris	75010	50, rue du Faubourg Saint-Denis		+33 1 47 70 15 24		Burgers,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  Terrasse	Moins de 15 €	Gare de l'Est,  Château d'Eau,  Strasbourg-Saint-Denis	48.8719023	2.353993800000012
296	Massale	Restaurant	Paris	75011	5, rue Guillaume Bertrand		+ 33 1 73 79 87 90		Néobistrot,  Bar à vins / Cave à manger	Ouvert le lundi,  Manger seul 	De 36 à 50 €	Saint-Maur	48.8634143	2.379830800000036
297	Dilia	Restaurant	Paris	75020	1, rue d’Eupatoria		+33 9 53 56 24 14		Cuisine d'auteur,  Italien,  Néobistrot	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse,  Manger seul 	De 36 à 50 €	Couronnes,  Ménilmontant	48.8686477	2.3862020000000257
298	Echizen Soba Togo	Restaurant	Paris	75001	33, rue Saint-Roch		+33 1 73 71 69 23		Japonais	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 16 à 35 €	Pyramides,  Tuileries	48.8659805	2.332610299999942
299	Kura	Restaurant	Paris	75016	56, rue de Boulainvilliers		+33 1 45 20 18 32 		Asiatique,  Japonais,  Sushis,  Cuisine d'auteur	Ouvert le dimanche,  Terrasse,  Fais-moi mal	De 36 à 50 €	La Muette	48.8573238	2.275216099999966
300	Pizza Chic	Restaurant	Paris	75006	13, rue de Mézières		+33 1 45 48 30 38		Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Voir et se faire voir	De 16 à 35 €	Saint-Sulpice	48.8501939	2.3305947999999717
301	Le Ruisseau	Restaurant	Paris	75018	65, rue du Ruisseau		+33 1 42 23 31 23		Burgers,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Brunch,  Terrasse,  Manger seul 	Moins de 15 €	Jules Joffrin	48.89445	2.3405290000000605
302	Chez Justine	Restaurant	Paris	75011	96, rue Oberkampf		+ 33 1 43 57 44 03		Brasserie,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Brunch,  13 à table	De 16 à 35 €	Parmentier	48.8656838	2.377854999999954
303	La Felicità	Restaurant	Paris	75013	55, boulevard Vincent-Auriol	Place Grace-Murray-Hopper	Pas de téléphone		Burgers,  Italien,  Pizzas,  Viandes / Grillades,  Planches / Assiettes froides	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  Brunch,  Terrasse,  13 à table,  Manger seul 	De 16 à 35 €	Chevaleret,  Campo Formio	48.8336874	2.371536600000013
304	Sellae	Restaurant	Paris	75013	18, rue des Wallons		+33 1 43 31 36 04		Néobistrot	Terrasse	De 36 à 50 €	Saint-Marcel	48.838707	2.3596089999999776
305	L'Entente	Restaurant	Paris	75002	13, rue Monsigny		+33 1 47 42 92 35		Néobrasserie	Ouvert le dimanche,  Ouvert le lundi,  Faim de nuit,  Brunch,  Terrasse	De 36 à 50 €	Quatre Septembre	48.8691377	2.3353950000000623
